"X","Y"
-122.457558060156,37.7122525448134
-122.422595167172,37.7908192261207
-122.389113595272,37.7857281880557
-122.409529913278,37.7657184395282
-122.441393701114,37.7717273141771
-122.441393701114,37.7717273141771
-122.411593095704,37.7830529510782
-122.411593095704,37.7830529510782
-122.455197430222,37.7807110127869
-122.405087523335,37.7981219270604
-122.454594080488,37.7661655561572
-122.454594080488,37.7661655561572
-122.465352199094,37.7819129193277
-122.453376250788,37.7687142722405
-122.410768766343,37.7832145190013
-122.41747701285,37.764357751686
-122.406604919508,37.7571580431915
-122.403404791479,37.775420706711
-122.426976333318,37.7646648228018
-122.43403618214,37.7632941952462
-122.407689581502,37.7902423892742
-122.438837972763,37.7562662400666
-122.404277568186,37.7879185264229
-122.390697630683,37.7347969947349
-122.412596970637,37.7811192121542
-122.417107986993,37.7122561827524
-122.419508197521,37.7888565421382
-122.40883372829,37.8042489588778
-122.42577891406,37.7823192392643
-122.424859889029,37.7861964472534
-122.393463718795,37.7504879461151
-122.414302052544,37.781863316866
-122.421662616877,37.7648758178404
-122.424235953591,37.7367372564892
-122.430662624945,37.7257831709349
-122.412075501697,37.7916201314541
-122.409055216323,37.808109957428
-122.402692008641,37.7654113280146
-122.407877787733,37.7859680076775
-122.417339031772,37.7643660722829
-122.414619686906,37.785583058847
-122.437040666891,37.7591567280326
-122.442204600234,37.7798162676961
-122.404749273533,37.7742800977454
-122.426529714226,37.7860427680942
-122.407854234538,37.7854922044602
-122.445931288007,37.7275221955803
-122.408648588965,37.7849124714135
-122.421644478447,37.7429970144076
-122.414370627495,37.7740418385041
-122.417860754956,37.8055403898026
-122.415694922134,37.7825851968467
-122.489744247466,37.745219775282
-122.409791662293,37.7985083480435
-122.400039962995,37.7992056387497
-122.388817917114,37.7347525080793
-122.397977877257,37.7953124364807
-122.415937762031,37.7921322486354
-122.440461678217,37.7875852094515
-122.427042151546,37.8011054678398
-122.418904204517,37.7570361132269
-122.411572788477,37.7597252282091
